document_name,category,text,answer
"SPOKHOLDINGS,INC_06_19_2020-EX-10.1-COOPERATION AGREEMENT.PDF",Agreement Date,"June 18, 2020",6/18/20
"SPOKHOLDINGS,INC_06_19_2020-EX-10.1-COOPERATION AGREEMENT.PDF",Expiration Date,"Unless earlier terminated as provided in this Agreement, upon the expiration of the Support Period in accordance with Section 4, this Agreement shall immediately and automatically terminate in its entirety and no Party shall have any further rights or obligations under this Agreement; provided, however, no Party shall be released from any breach of this Agreement that occurred prior to the termination of this Agreement.",perpetual
"SPOKHOLDINGS,INC_06_19_2020-EX-10.1-COOPERATION AGREEMENT.PDF",Governing Law,This Agreement shall be governed by and construed in accordance with the internal laws of the State of Delaware applicable to agreements made and to be performed within that state.,Delaware
STWRESOURCESHOLDINGCORP_08_06_2014-EX-10.1-COOPERATION AGREEMENT.PDF,Parties,"City of Fort Stockton, STW Resources Holding Corp, STW and COFS are sometimes individually referred to as a ""Party"" and collectively referred to as the ""Parties."", (""STW""), (""COFS"")","City of Fort Stockton (""COFS""); STW resources Holding Corp (""STW""); individually referred to as a ""Party, collectively referred to as ""Parties"""
STWRESOURCESHOLDINGCORP_08_06_2014-EX-10.1-COOPERATION AGREEMENT.PDF,Agreement Date,"day of , 2014",/[]/2014
STWRESOURCESHOLDINGCORP_08_06_2014-EX-10.1-COOPERATION AGREEMENT.PDF,Effective Date,"effective as of the last date of signature on the signature pages below, day of , 2014",/[]/2014
STWRESOURCESHOLDINGCORP_08_06_2014-EX-10.1-COOPERATION AGREEMENT.PDF,Expiration Date,"""Subject to the other provisions contained herein, this AGREEMENT shall be for a term of thirty (30) years from the Effective Date, which shall automatically renew from year-to-year thereafter unless terminated by a Party upon sixty (60) days written notice after the end of the term.""",/[]/2044
STWRESOURCESHOLDINGCORP_08_06_2014-EX-10.1-COOPERATION AGREEMENT.PDF,Renewal Term,"""Subject to the other provisions contained herein, this AGREEMENT shall be for a term of thirty (30) years from the Effective Date, which shall automatically renew from year-to-year thereafter unless terminated by a Party upon sixty (60) days written notice after the end of the term.""",successive 1 year
STWRESOURCESHOLDINGCORP_08_06_2014-EX-10.1-COOPERATION AGREEMENT.PDF,Governing Law,"This AGREEMENT is controlled by the laws of the State of Texas, and venue for any actions brought to enforce this AGREEMENT shall be brought exclusively in a court of competent jurisdiction in Pecos County, Texas.",Texas
URSCORPNEW_03_17_2014-EX-99-COOPERATION AGREEMENT.PDF,Parties,"URS Corporation, (the ""Company""), (""JANA""), JANA Partners LLC","JANA Partners LLC (""JANA""); URS Corporation (""Company"")"
URSCORPNEW_03_17_2014-EX-99-COOPERATION AGREEMENT.PDF,Agreement Date,"March 13, 2014",3/13/14
URSCORPNEW_03_17_2014-EX-99-COOPERATION AGREEMENT.PDF,Governing Law,"THIS AGREEMENT SHALL BE GOVERNED IN ALL RESPECTS, INCLUDING VALIDITY, INTERPRETATION AND EFFECT, BY THE LAWS OF THE STATE OF DELAWARE WITHOUT GIVING EFFECT TO THE CHOICE OF LAW PRINCIPLES OF SUCH STATE.",Delaware
"CERES,INC_01_25_2012-EX-10.20-Collaboration Agreement.PDF",Parties,"IGER, CERES, INC., INSTITUTE OF GRASSLAND AND ENVIRONMENTAL RESEARCH, CERES","INSTITUTE OF GRASSLAND AND ENVIRONMENTAL RESEARCH (""IGER""); CERES, INC. (""CERES"")"
"CERES,INC_01_25_2012-EX-10.20-Collaboration Agreement.PDF",Agreement Date,"1st day of April, 2007 (",04/01/2007
"CERES,INC_01_25_2012-EX-10.20-Collaboration Agreement.PDF",Effective Date,"1st day of April, 2007 (",04/01/2007
"CERES,INC_01_25_2012-EX-10.20-Collaboration Agreement.PDF",Expiration Date,"The term of this Agreement shall be fifteen (15) years from the Effective Date, unless sooner terminated in accordance with the following provisions of this Article:",04/01/2022
"CERES,INC_01_25_2012-EX-10.20-Collaboration Agreement.PDF",Governing Law,"This Agreement shall be governed by, and construed and interpreted in accordance with, the laws of the State of New York, United States of America, without regard to the principles of conflicts of law thereof.",New York
"FIDELITYNATIONALINFORMATIONSERVICES,INC_08_05_2009-EX-10.3-INTELLECTUAL PROPERTY AGREEMENT.PDF",Parties,"(""Certegy""), Equifax Inc., (""Equifax""), Certegy Inc.","Equifax Inc. (""Equifax""); Certegy Inc. (""Certegy"")"
"FIDELITYNATIONALINFORMATIONSERVICES,INC_08_05_2009-EX-10.3-INTELLECTUAL PROPERTY AGREEMENT.PDF",Agreement Date,"June 30, 2001",6/30/01
"FIDELITYNATIONALINFORMATIONSERVICES,INC_08_05_2009-EX-10.3-INTELLECTUAL PROPERTY AGREEMENT.PDF",Governing Law,"This Agreement shall be construed in accordance with, and governed by, the\n\n\n\n\n\nlaws of the State of Georgia, without regard to the conflicts of law rules of such state.",Georgia
"ARMSTRONGFLOORING,INC_01_07_2019-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.PDF",Parties,"Armstrong Flooring, Inc., Buyer, ""Licensing"" and together with Seller, ""Arizona"", AHF Holding, Inc., AFI Licensing LLC, Seller, formerly known as Tarzan HoldCo, Inc.),, Armstrong Hardwood Flooring Company, the ""Company"" and together with Buyer the ""Buyer Entities"", (each of Arizona on the one hand and the Buyer Entities on the other hand, a ""Party"" and collectively, the ""Parties"")","Armstrong Flooring, Inc. (""Seller""); AFI Licensing LLC (""Licensing""); AFI Licensing LLC together with Armstrong Flooring, Inc. (""Arizona""); AHF Holding, Inc. (""Buyer""); Armstrong Hardwood Flooring Company (""Company""); AHF Holding, Inc. together with Armstrong Hardwood Flooring Company (""Buyer Entities""); (each of Arizona on the one hand and the Buyer Entities on the other hand, a “Party” and collectively, the “Parties”)"
"ARMSTRONGFLOORING,INC_01_07_2019-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.PDF",Governing Law,"This Agreement shall be governed by the laws of the State of Delaware, its rules of conflict of laws notwithstanding., This Assignment shall be governed by the laws of the State of Delaware, its rules of conflict of laws notwithstanding.",Delaware
"GSITECHNOLOGYINC_11_16_2009-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT between SONY ELECTRONICS INC. and GSI TECHNOLOGY, INC..PDF",Parties,"GSI Technology, Inc., Sony Electronics Inc., PURCHASER and SONY are referred to individually as a ""Party"" and collectively as the ""Parties""., SONY, PURCHASER","GSI Technology, Inc. (""PURCHASER""); Sony Electronics Inc. (""SONY""); individually as a ""party"", collectively as the ""parties"""
"GSITECHNOLOGYINC_11_16_2009-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT between SONY ELECTRONICS INC. and GSI TECHNOLOGY, INC..PDF",Agreement Date,"August 28, 2009",8/28/09
"GSITECHNOLOGYINC_11_16_2009-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT between SONY ELECTRONICS INC. and GSI TECHNOLOGY, INC..PDF",Effective Date,"The term ""Effective Date"" means the Closing Date.",
"GSITECHNOLOGYINC_11_16_2009-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT between SONY ELECTRONICS INC. and GSI TECHNOLOGY, INC..PDF",Expiration Date,"Unless earlier terminated as provided below, this IP Agreement shall extend until the last date of expiration of the SRAM Intellectual Property rights licensed under this IP Agreement.",perpetual
"GSITECHNOLOGYINC_11_16_2009-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT between SONY ELECTRONICS INC. and GSI TECHNOLOGY, INC..PDF",Governing Law,"This IP Agreement and the legal relations among the Parties will be governed by and construed in accordance with the rules and substantive Laws of the State of California, United States of America, without regard to conflicts of law provisions.",California
"HERTZGLOBALHOLDINGS,INC_07_07_2016-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT.PDF",Parties,"(hereinafter referred to collectively as the ""Parties"" and individually as a ""Party"")., HSI, THC, HERC RENTALS INC., THE HERTZ CORPORATION, HERTZ SYSTEM, INC., HERC","THE HERTZ CORPORATION (""THC""); HERTZ SYSTEM, INC. (""HSI""); HERC RENTALS INC. (""HERC""); (hereinafter referred to collectively the ""Parties"", and individually as a ""party"""
"HERTZGLOBALHOLDINGS,INC_07_07_2016-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT.PDF",Agreement Date,30 day of June 2016,6/30/16
"HERTZGLOBALHOLDINGS,INC_07_07_2016-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT.PDF",Effective Date,30 day of June 2016,6/30/16
"HERTZGLOBALHOLDINGS,INC_07_07_2016-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT.PDF",Governing Law,"This Agreement and all disputes or controversies arising out of or relating to this Agreement or the transactions contemplated hereby shall be governed by, and construed in accordance with, the internal laws of the State of New York, without regard to the laws of any other jurisdiction that might be applied because of the conflicts of laws principles of the State of New York.",New York
JINGWEIINTERNATIONALLTD_10_04_2007-EX-10.7-INTELLECTUAL PROPERTY AGREEMENT.PDF,Parties,"ShenZhen JingWei Communication Co., Ltd, JingWei HengTong Technology, (ShenZhen)","JingWei HengTong Technology (""ShenZhen""); ShenZhen JingWei Communication Co., Ltd."
JINGWEIINTERNATIONALLTD_10_04_2007-EX-10.7-INTELLECTUAL PROPERTY AGREEMENT.PDF,Agreement Date,"February 08, 2007",02/08/2007
JINGWEIINTERNATIONALLTD_10_04_2007-EX-10.7-INTELLECTUAL PROPERTY AGREEMENT.PDF,Effective Date,"February 08, 2007 This Agreement has been duly executed as of the date first set forth above and shall be effective simultaneously.",02/08/2007
JINGWEIINTERNATIONALLTD_10_04_2007-EX-10.7-INTELLECTUAL PROPERTY AGREEMENT.PDF,Expiration Date,The term of this Agreement is five (5) years unless the early termination in accordance with this Agreement.,02/08/2012
JINGWEIINTERNATIONALLTD_10_04_2007-EX-10.7-INTELLECTUAL PROPERTY AGREEMENT.PDF,Governing Law,"The validity, implementation and interpretation of this Agreement shall be governed by the laws of PRC.",Peoples Republic of China
MSCIINC_02_28_2008-EX-10.10-.PDF,Parties,"(""MS""), (MS and MSCI individually referred to as a ""Party"" and collectively as the ""Parties"")., MSCI Inc, (""MSCI""), Morgan Stanley & Co. Incorporated","Morgan Stanley & Co. Incorporated (""MS""); MSCI Inc. (""MSCI""); MS and MSCI individually as ""Party"" and collectively as the ""Parties"""
MSCIINC_02_28_2008-EX-10.10-.PDF,Agreement Date,"November 20, 2007",11/20/07
MSCIINC_02_28_2008-EX-10.10-.PDF,Effective Date,"November 20, 2007",11/20/07
MSCIINC_02_28_2008-EX-10.10-.PDF,Governing Law,This Agreement shall be construed in accordance with and governed by the substantive internal laws of the State of New York.,New York
"OTISWORLDWIDECORP_04_03_2020-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT by and among UNITED TECHNOLOGIES CORPORATION, OTIS WORLDWIDE CORPORATION and CARRIER ~1.PDF",Parties,"United Technologies Corporation, Carrier Global Corporation, Carrier, Otis, Otis Worldwide Corporation, (each, a ""Party"" and together, the ""Parties""), UTC","United Technologies Corporation (""UTC""); Otis Worldwide Corporation (""Otis""); Carrier Global Corporation (""Carrier""); each a ""Party"", and together, the ""Parties"""
"OTISWORLDWIDECORP_04_03_2020-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT by and among UNITED TECHNOLOGIES CORPORATION, OTIS WORLDWIDE CORPORATION and CARRIER ~1.PDF",Agreement Date,"April 2, 2020",04/02/2020
"OTISWORLDWIDECORP_04_03_2020-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT by and among UNITED TECHNOLOGIES CORPORATION, OTIS WORLDWIDE CORPORATION and CARRIER ~1.PDF",Expiration Date,"The provisions of this Agreement, including the license rights provided in this Article III, shall not be terminable or revocable for any reason.",perpetual
"OTISWORLDWIDECORP_04_03_2020-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT by and among UNITED TECHNOLOGIES CORPORATION, OTIS WORLDWIDE CORPORATION and CARRIER ~1.PDF",Governing Law,"This Agreement shall be governed by, and construed and enforced in accordance with, the laws of the State of Delaware, without regard to any conflict or choice-of-law provision or rule (whether of the State of Delaware or any other jurisdiction) that would cause the application of the laws of any jurisdiction other than the State of Delaware.",Delaware
VERSOTECHNOLOGIESINC_12_28_2007-EX-99.3-INTELLECTUAL PROPERTY AGREEMENT.PDF,Parties,"NMS COMMUNICATIONS CORP., VERSO BACKHAUL SOLUTIONS, INC., Backhaul, Seller","NMS Communications Corp. (""Seller""); Verson Backhaul Solutions, Inc. (""Backhaul"")"
VERSOTECHNOLOGIESINC_12_28_2007-EX-99.3-INTELLECTUAL PROPERTY AGREEMENT.PDF,Agreement Date,"December 20, 2007",12/20/07
VERSOTECHNOLOGIESINC_12_28_2007-EX-99.3-INTELLECTUAL PROPERTY AGREEMENT.PDF,Governing Law,"This Intellectual Property Agreement shall be construed and interpreted according to the laws of the State of Georgia, applicable contracts to be wholly performed within the State of Georgia.",Georgia
ZEBRATECHNOLOGIESCORP_04_16_2014-EX-10.1-INTELLECTUAL PROPERTY AGREEMENT.PDF,Parties,"Purchaser, Motorola Solutions, Inc., Zebra Technologies Corporation, Seller","Motorola Solutions, Inc. (""Seller""); Zebra Technologies Corporation (""Purchaser"")"
ZEBRATECHNOLOGIESCORP_04_16_2014-EX-10.1-INTELLECTUAL PROPERTY AGREEMENT.PDF,Agreement Date,"April 14, 2014",4/14/14
ZEBRATECHNOLOGIESCORP_04_16_2014-EX-10.1-INTELLECTUAL PROPERTY AGREEMENT.PDF,Effective Date,"April 14, 2014",4/14/14
ZEBRATECHNOLOGIESCORP_04_16_2014-EX-10.1-INTELLECTUAL PROPERTY AGREEMENT.PDF,Expiration Date,"The term of this IP Agreement shall be from the Effective Date until all of the Intellectual Property licensed hereunder is in the public domain (provided, however, that in such event the representations and warranties in Article III shall survive (and terminate) in accordance with the Acquisition Agreement) or this IP Agreement is terminated pursuant to Section 4.3.",
ZEBRATECHNOLOGIESCORP_04_16_2014-EX-10.1-INTELLECTUAL PROPERTY AGREEMENT.PDF,Governing Law,"The Laws of the State of Delaware (without reference to its principles of conflicts of law) shall govern the construction, interpretation and other matters arising out of or in connection with this IP Agreement and its schedules (whether arising in contract, tort, equity or otherwise).",Delaware
AIRSPANNETWORKSINC_04_11_2000-EX-10.5-Distributor Agreement.PDF,Document Name,Distributor Agreement,Distributor Agreement Distributor Agreement
AIRSPANNETWORKSINC_04_11_2000-EX-10.5-Distributor Agreement.PDF,Parties,"Airspan, Airspan Networks Incorporated, Distributor, GLS LLC","Airspan Networks Incorporated (""Airspan""); GLS LLC (""Distributor"")"
AIRSPANNETWORKSINC_04_11_2000-EX-10.5-Distributor Agreement.PDF,Agreement Date,"31st day of March, 2000",3/31/00
AIRSPANNETWORKSINC_04_11_2000-EX-10.5-Distributor Agreement.PDF,Effective Date,"31st day of March, 2000",3/31/00
AIRSPANNETWORKSINC_04_11_2000-EX-10.5-Distributor Agreement.PDF,Expiration Date,"This Agreement shall remain in effect for sixty (60) months from the Effective Date (the ""Initial Term"").",3/31/05
AIRSPANNETWORKSINC_04_11_2000-EX-10.5-Distributor Agreement.PDF,Governing Law,"South Dakota, This Agreement shall be construed in accordance with and governed by the laws of the State of South Dakota.",South Dakota
AIRSPANNETWORKSINC_04_11_2000-EX-10.5-Distributor Agreement.PDF,Most Favored Nation,"Airspan warrants that during the term of this Agreement, the prices at which Airspan sells to Distributor products supplied under this Agreement shall be no less favorable to the Distributor than those prices at which Airspan sells, at substantially the same time in the United States, similar products and pursuant to similar terms and conditions as those by which Airspan sells Products to the Distributor under this Agreement.",Yes
ACCURAYINC_09_01_2010-EX-10.31-DISTRIBUTOR AGREEMENT.PDF,Document Name,Multiple LINAC and Multi-Modality Distributor Agreement,Multiple LINAC and Multi-Modality Distributor Agreement
ACCURAYINC_09_01_2010-EX-10.31-DISTRIBUTOR AGREEMENT.PDF,Parties,"Siemens, Accuray, ACCURAY INCORPORATED, SIEMENS AKTIENGESELLSCHAFT","ACCURAY INCORPORATED, (""Accuray""); SIEMENS AKTIENGESELLSCHAFT (""Siemens"")"
ACCURAYINC_09_01_2010-EX-10.31-DISTRIBUTOR AGREEMENT.PDF,Agreement Date,"June 8, 2010",06/08/2010
ACCURAYINC_09_01_2010-EX-10.31-DISTRIBUTOR AGREEMENT.PDF,Effective Date,"June 8, 2010",06/08/2010
ACCURAYINC_09_01_2010-EX-10.31-DISTRIBUTOR AGREEMENT.PDF,Expiration Date,"Unless otherwise agreed in writing by Accuray and Distributor and subject to the termination rights contained in this Agreement, this Agreement shall begin on the Effective Date and shall continue until the termination of the Strategic Alliance Agreement; provided, however, that if a Termination Election relating to this Agreement is made pursuant to Section 10.3 of the Strategic Alliance Agreement prior to such termination, this Agreement shall terminate 36 months after such Termination Election (the ""Term"").",perpetual
ACCURAYINC_09_01_2010-EX-10.31-DISTRIBUTOR AGREEMENT.PDF,Governing Law,"This Agreement shall be governed by, and construed in accordance with, the laws of the Federal Republic of Germany excluding the United Nations Convention on Contracts of International Sale of Goods (CISG) and the provisions of German private international law.",Germany
BLACKBOXSTOCKSINC_08_05_2014-EX-10.1-DISTRIBUTOR AGREEMENT.PDF,Parties,"Snotarator LLC, ""Company, Distributor, SMSA Ballinger Acquisition Corp.","Snotarator LLC (""Company""); SMSA Ballinger Acquisition Corp., (""Distributor"")"
BLACKBOXSTOCKSINC_08_05_2014-EX-10.1-DISTRIBUTOR AGREEMENT.PDF,Agreement Date,"1st day of August, 2013",08/01/2013
BLACKBOXSTOCKSINC_08_05_2014-EX-10.1-DISTRIBUTOR AGREEMENT.PDF,Effective Date,"1st day of August, 2013",08/01/2013
BLACKBOXSTOCKSINC_08_05_2014-EX-10.1-DISTRIBUTOR AGREEMENT.PDF,Expiration Date,"The term of this Agreement shall terminate on May 31, 2015, unless sooner terminated.",5/31/15
BLACKBOXSTOCKSINC_08_05_2014-EX-10.1-DISTRIBUTOR AGREEMENT.PDF,Renewal Term,The term of this Agreement may be extended for an additional two year period with the written consent of both parties.,2 years
BLACKBOXSTOCKSINC_08_05_2014-EX-10.1-DISTRIBUTOR AGREEMENT.PDF,Governing Law,This Agreement shall be governed by the laws of the State of Texas.,Texas
ENTERTAINMENTGAMINGASIAINC_02_15_2005-EX-10.5-DISTRIBUTOR AGREEMENT.PDF,Parties,"VendingData Corporation, Distributor, Vendor, Technical Casino Supplies Ltd","VendingData Corporation (""Vendor""); Technical Casino Supplies Ltd. (""Distributor"")"
ENTERTAINMENTGAMINGASIAINC_02_15_2005-EX-10.5-DISTRIBUTOR AGREEMENT.PDF,Agreement Date,"January 21, 2005",1/21/05
ENTERTAINMENTGAMINGASIAINC_02_15_2005-EX-10.5-DISTRIBUTOR AGREEMENT.PDF,Effective Date,"January 21, 2005",1/21/05
ENTERTAINMENTGAMINGASIAINC_02_15_2005-EX-10.5-DISTRIBUTOR AGREEMENT.PDF,Expiration Date,"As provided for in this Section 1, the term of this Agreement shall be for a period of five (5) years, beginning on the Effective Date (the ""Initial Term""); provided, however, the Initial Term shall be subject to automatic successive renewal terms of three (3) years each (the ""Renewal Terms"" and together with the Initial Term, the ""Term"").",1/21/10
ENTERTAINMENTGAMINGASIAINC_02_15_2005-EX-10.5-DISTRIBUTOR AGREEMENT.PDF,Renewal Term,"As provided for in this Section 1, the term of this Agreement shall be for a period of five (5) years, beginning on the Effective Date (the ""Initial Term""); provided, however, the Initial Term shall be subject to automatic successive renewal terms of three (3) years each (the ""Renewal Terms"" and together with the Initial Term, the ""Term"").",successive 3 years
ENTERTAINMENTGAMINGASIAINC_02_15_2005-EX-10.5-DISTRIBUTOR AGREEMENT.PDF,Governing Law,"This Agreement shall be governed by, construed in accordance with the laws of Ontario, Canada.","Ontario, Canada"
ENTERTAINMENTGAMINGASIAINC_02_15_2005-EX-10.5-DISTRIBUTOR AGREEMENT.PDF,Most Favored Nation,"In the event that Vendor is forced to allocate the distribution of the Products due to limited supply, Distributor shall be treated no less favorably than any other distributor and shall receive its pro rata allocation of the Products.",Yes
"ETELOS,INC_03_09_2004-EX-10.8-DISTRIBUTOR AGREEMENT.PDF",Parties,"Tripath, Uniquest Corporation, Distributor, Tripath Technology, Inc.","Tripath Technology, Inc. (""Tripath""); Uniquest Corporation (""Distributor"")"
"ETELOS,INC_03_09_2004-EX-10.8-DISTRIBUTOR AGREEMENT.PDF",Agreement Date,7/7/98,07/07/1998
"ETELOS,INC_03_09_2004-EX-10.8-DISTRIBUTOR AGREEMENT.PDF",Effective Date,7/1/98,07/01/1998
"ETELOS,INC_03_09_2004-EX-10.8-DISTRIBUTOR AGREEMENT.PDF",Expiration Date,"The terms of this Agreement shall be one year from the effective date and will be automatically renewed on each anniversary of the effective date, for a renewal term of one year unless either party provides written notification of its intention not to renew this Agreement at least one month prior to the expiration of the initial or any renewal terms., ""Distributors appointment is for a term of one year from the Effective Date, renewable automatically unless terminated under Section 18""",perpetual
"ETELOS,INC_03_09_2004-EX-10.8-DISTRIBUTOR AGREEMENT.PDF",Renewal Term,"The terms of this Agreement shall be one year from the effective date and will be automatically renewed on each anniversary of the effective date, for a renewal term of one year unless either party provides written notification of its intention not to renew this Agreement at least one month prior to the expiration of the initial or any renewal terms.",successive 1 year
"ETELOS,INC_03_09_2004-EX-10.8-DISTRIBUTOR AGREEMENT.PDF",Governing Law,"This Agreement will be governed by the laws of California, without reference to conflicts of laws.",California
EUROPEANMICROHOLDINGSINC_03_06_1998-EX-10.6-DISTRIBUTOR AGREEMENT.PDF,Parties,"WatchGuard Technologies, Inc., Distributor, WGT, European Micro","WatchGuard Technologies, Inc. (""WGT""); European Micro (""Distributor"")"
EUROPEANMICROHOLDINGSINC_03_06_1998-EX-10.6-DISTRIBUTOR AGREEMENT.PDF,Agreement Date,"November 5, 1997",11/05/1997
EUROPEANMICROHOLDINGSINC_03_06_1998-EX-10.6-DISTRIBUTOR AGREEMENT.PDF,Effective Date,"November 5, 1997",11/05/1997
EUROPEANMICROHOLDINGSINC_03_06_1998-EX-10.6-DISTRIBUTOR AGREEMENT.PDF,Expiration Date,"The Term will commence on the Effective Date of this Agreement and will remain in effect, unless sooner terminated under paragraphs 5.2, 5.3, or 5.4, until the termination date specified in Exhibit A., September 30, 1997",9/30/97
EUROPEANMICROHOLDINGSINC_03_06_1998-EX-10.6-DISTRIBUTOR AGREEMENT.PDF,Renewal Term,"""The Term will automatically renew for successive additional periods of one (1) year each, provided that: (a) Distributor has made all Guaranteed Minimum Purchases and has complied with the marketing requirements under paragraph 4.1(b); (b) the parties have agreed in writing upon the Guaranteed Minimum Purchase amounts and Product price discounts for the next subsequent one (1) year renewal period; (c) neither party provided the other party with notice of such partys intention not to renew this Agreement at least thirty (30) days prior to any years Expiration Date; and (d) neither party provided the other party with such notice as may be required pursuant to paragraphs 5.2, 5.3 or 5.4.""",successive 1 year
EUROPEANMICROHOLDINGSINC_03_06_1998-EX-10.6-DISTRIBUTOR AGREEMENT.PDF,Governing Law,"This Agreement will be governed by and interpreted in accordance with the local laws of the State of Washington, U.S.A., without regard to its conflicts of law provisions and not including the provisions of the 1980 U.N. Convention in Contracts for the International Sale of Goods.",Washington
HYPERIONSOFTWARECORP_09_28_1994-EX-10.47-EXCLUSIVE DISTRIBUTOR AGREEMENT.PDF,Parties,"IMRS OPERATIONS INC., Distributor, Delteq Pte Ltd, d/b/a IMRS INC., Developer","IMRS OPERATIONS INC. (""IMRS INC."", ""Developer""); Delteq Pte Ltd (""Distributor"")"
HYPERIONSOFTWARECORP_09_28_1994-EX-10.47-EXCLUSIVE DISTRIBUTOR AGREEMENT.PDF,Agreement Date,"April 15, 1994",4/15/94
HYPERIONSOFTWARECORP_09_28_1994-EX-10.47-EXCLUSIVE DISTRIBUTOR AGREEMENT.PDF,Expiration Date,"This Agreement shall have an initial term of one (1) year from the date first above written (the ""Initial Term""), and shall thereafter automatically renew for successive two (2) year periods (each a ""Renewal Term""), unless earlier terminated in accordance with the terms of this Agreement.",4/15/95
HYPERIONSOFTWARECORP_09_28_1994-EX-10.47-EXCLUSIVE DISTRIBUTOR AGREEMENT.PDF,Renewal Term,"This Agreement shall have an initial term of one (1) year from the date first above written (the ""Initial Term""), and shall thereafter automatically renew for successive two (2) year periods (each a ""Renewal Term""), unless earlier terminated in accordance with the terms of this Agreement., Either party may cancel this Agreement effective on the last day of the Initial Term, or any Renewal Term, by serving written notice of such termination on the other party at least ninety (90) days prior to the end of the Initial Term or any Renewal Term as the case may be.",successive 2 years
HYPERIONSOFTWARECORP_09_28_1994-EX-10.47-EXCLUSIVE DISTRIBUTOR AGREEMENT.PDF,Governing Law,"This Agreement shall be governed by and construed in accordance with the laws of the State of Connecticut, U.S.A. without regard to its conflict of taws provision.",Connecticut
"LEGACYTECHNOLOGYHOLDINGS,INC_12_09_2005-EX-10.2-DISTRIBUTOR AGREEMENT.PDF",Parties,"LifeUSA/ Envision Health, Inc., Sierra Mountain Minerals, Inc., ENVISION, SIERRA","LifeUSA/ Envision Health, Inc. (""ENVISION""); Sierra Mountain Minerals, Inc. (""SIERRA"")"
"LEGACYTECHNOLOGYHOLDINGS,INC_12_09_2005-EX-10.2-DISTRIBUTOR AGREEMENT.PDF",Agreement Date,"Dec. 8, 2005",12/08/2005
"LEGACYTECHNOLOGYHOLDINGS,INC_12_09_2005-EX-10.2-DISTRIBUTOR AGREEMENT.PDF",Effective Date,"Dec. 8, 2005",12/08/2005
"LEGACYTECHNOLOGYHOLDINGS,INC_12_09_2005-EX-10.2-DISTRIBUTOR AGREEMENT.PDF",Expiration Date,The term of this Agreement shall be two (2) years from the Effective Date with automatic annual renewals thereafter provided either party does not provide sixty (60) days notice of termination prior to the renewal date or the Agreement is not otherwise terminated as set forth in Section 8.,12/08/2007
"LEGACYTECHNOLOGYHOLDINGS,INC_12_09_2005-EX-10.2-DISTRIBUTOR AGREEMENT.PDF",Renewal Term,The term of this Agreement shall be two (2) years from the Effective Date with automatic annual renewals thereafter provided either party does not provide sixty (60) days notice of termination prior to the renewal date or the Agreement is not otherwise terminated as set forth in Section 8.,successive 1 year
"LEGACYTECHNOLOGYHOLDINGS,INC_12_09_2005-EX-10.2-DISTRIBUTOR AGREEMENT.PDF",Governing Law,"This Agreement is deemed to have been entered into in the State of Colorado, and its interpretation, construction, and the remedies for its enforcement or breach are to be applied pursuant to and in accordance with the laws of the State of Colorado.",Colorado
LUCIDINC_04_15_2011-EX-10.9-DISTRIBUTOR AGREEMENT.PDF,Parties,"Lucid Inc., ""Distributor"",","Lucid Inc.; (""Distributor"")"
LUCIDINC_04_15_2011-EX-10.9-DISTRIBUTOR AGREEMENT.PDF,Expiration Date,The initial term of this Agreement shall be three (3) calendar years from the Agreement date.,
LUCIDINC_04_15_2011-EX-10.9-DISTRIBUTOR AGREEMENT.PDF,Renewal Term,"After the initial term, unless terminated, this Agreement will automatically renew for periods of one (1) calendar year each.",successive 1 year
LUCIDINC_04_15_2011-EX-10.9-DISTRIBUTOR AGREEMENT.PDF,Governing Law,"This Agreement shall be governed by and interpreted in accordance with the laws of the State of New York, USA without regard to conflict of laws principles.",New York
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT.PDF,Parties,"Distributor, Electric City of Illinois LLC, Electric City of Illinois L.L.C., Electric City Corp., Company","Electric City Corp. (""Company""); Electric City of Illinois LLC (""Distributor"", ""Electric City of Illinois L.L.C."")"
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT.PDF,Agreement Date,"7th day of September, 1999.",07/07/1999
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT.PDF,Effective Date,"Unless earlier terminated otherwise provided therein, this Agreement, subject to the commencement date established in Section 1.3, shall be effective immediately., The term of this Agreement shall be ten (10) years (the ""Term"") which shall commence on the date upon which the Company delivers to Distributor the last Sample, as defined hereinafter.",
